sample_fp	plate	well	tile	round
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3025__Channel_AF750,Cy3,DAPI.nd2	1	A3	3025	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3025__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3025	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3026__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3026	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3026__Channel_AF750,Cy3,DAPI.nd2	1	A3	3026	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3026__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3026	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3027__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3027	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3027__Channel_AF750,Cy3,DAPI.nd2	1	A3	3027	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3027__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3027	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3028__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3028	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3028__Channel_AF750,Cy3,DAPI.nd2	1	A3	3028	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3028__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3028	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3029__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3029	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3029__Channel_AF750,Cy3,DAPI.nd2	1	A3	3029	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3029__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3029	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3030__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3030	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3030__Channel_AF750,Cy3,DAPI.nd2	1	A3	3030	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3030__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3030	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3031__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3031	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3031__Channel_AF750,Cy3,DAPI.nd2	1	A3	3031	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3031__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3031	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3032__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3032	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3032__Channel_AF750,Cy3,DAPI.nd2	1	A3	3032	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3032__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3032	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3033__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3033	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3033__Channel_AF750,Cy3,DAPI.nd2	1	A3	3033	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3033__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3033	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3034__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3034	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3034__Channel_AF750,Cy3,DAPI.nd2	1	A3	3034	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3034__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3034	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3035__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3035	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3035__Channel_AF750,Cy3,DAPI.nd2	1	A3	3035	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3035__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3035	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3036__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3036	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3036__Channel_AF750,Cy3,DAPI.nd2	1	A3	3036	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3036__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3036	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3037__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3037	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3037__Channel_AF750,Cy3,DAPI.nd2	1	A3	3037	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3037__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3037	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3038__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3038	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3038__Channel_AF750,Cy3,DAPI.nd2	1	A3	3038	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3038__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3038	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3039__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3039	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3039__Channel_AF750,Cy3,DAPI.nd2	1	A3	3039	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3039__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3039	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3040__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3040	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3040__Channel_AF750,Cy3,DAPI.nd2	1	A3	3040	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3040__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3040	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3041__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3041	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3041__Channel_AF750,Cy3,DAPI.nd2	1	A3	3041	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3041__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3041	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3042__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3042	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3042__Channel_AF750,Cy3,DAPI.nd2	1	A3	3042	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3042__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3042	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3043__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3043	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3043__Channel_AF750,Cy3,DAPI.nd2	1	A3	3043	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3043__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3043	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3044__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3044	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3044__Channel_AF750,Cy3,DAPI.nd2	1	A3	3044	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3044__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3044	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3045__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3045	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3045__Channel_AF750,Cy3,DAPI.nd2	1	A3	3045	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3045__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3045	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3046__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3046	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3046__Channel_AF750,Cy3,DAPI.nd2	1	A3	3046	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3046__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3046	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3047__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3047	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3047__Channel_AF750,Cy3,DAPI.nd2	1	A3	3047	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3047__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3047	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3048__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3048	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3048__Channel_AF750,Cy3,DAPI.nd2	1	A3	3048	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3048__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3048	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3049__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3049	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3049__Channel_AF750,Cy3,DAPI.nd2	1	A3	3049	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3049__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3049	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3050__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3050	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3050__Channel_AF750,Cy3,DAPI.nd2	1	A3	3050	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3050__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3050	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3051__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3051	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3051__Channel_AF750,Cy3,DAPI.nd2	1	A3	3051	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3051__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3051	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3052__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3052	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3052__Channel_AF750,Cy3,DAPI.nd2	1	A3	3052	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3052__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3052	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3053__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3053	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3053__Channel_AF750,Cy3,DAPI.nd2	1	A3	3053	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3053__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3053	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3054__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3054	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3054__Channel_AF750,Cy3,DAPI.nd2	1	A3	3054	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3054__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3054	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3055__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3055	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3055__Channel_AF750,Cy3,DAPI.nd2	1	A3	3055	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3055__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3055	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3056__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3056	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3056__Channel_AF750,Cy3,DAPI.nd2	1	A3	3056	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3056__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3056	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3057__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3057	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3057__Channel_AF750,Cy3,DAPI.nd2	1	A3	3057	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3057__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3057	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3058__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3058	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3058__Channel_AF750,Cy3,DAPI.nd2	1	A3	3058	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3058__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3058	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3059__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3059	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3059__Channel_AF750,Cy3,DAPI.nd2	1	A3	3059	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3059__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3059	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3060__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3060	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3060__Channel_AF750,Cy3,DAPI.nd2	1	A3	3060	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3060__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3060	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3061__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3061	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3061__Channel_AF750,Cy3,DAPI.nd2	1	A3	3061	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3061__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3061	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3062__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3062	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3062__Channel_AF750,Cy3,DAPI.nd2	1	A3	3062	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3062__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3062	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3063__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3063	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3063__Channel_AF750,Cy3,DAPI.nd2	1	A3	3063	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3063__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3063	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3064__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3064	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3064__Channel_AF750,Cy3,DAPI.nd2	1	A3	3064	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3064__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3064	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3065__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3065	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3065__Channel_AF750,Cy3,DAPI.nd2	1	A3	3065	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3065__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3065	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3066__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3066	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3066__Channel_AF750,Cy3,DAPI.nd2	1	A3	3066	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3066__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3066	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3067__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3067	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3067__Channel_AF750,Cy3,DAPI.nd2	1	A3	3067	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3067__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3067	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3068__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3068	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3068__Channel_AF750,Cy3,DAPI.nd2	1	A3	3068	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3068__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3068	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3069__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3069	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3069__Channel_AF750,Cy3,DAPI.nd2	1	A3	3069	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3069__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3069	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3070__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3070	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3070__Channel_AF750,Cy3,DAPI.nd2	1	A3	3070	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3070__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3070	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3071__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3071	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3071__Channel_AF750,Cy3,DAPI.nd2	1	A3	3071	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3071__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3071	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3072__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3072	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3072__Channel_AF750,Cy3,DAPI.nd2	1	A3	3072	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3072__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3072	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3073__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3073	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3073__Channel_AF750,Cy3,DAPI.nd2	1	A3	3073	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3073__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3073	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3074__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3074	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3074__Channel_AF750,Cy3,DAPI.nd2	1	A3	3074	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3074__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3074	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3075__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3075	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3075__Channel_AF750,Cy3,DAPI.nd2	1	A3	3075	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3075__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3075	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3076__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3076	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3076__Channel_AF750,Cy3,DAPI.nd2	1	A3	3076	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3076__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3076	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3077__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3077	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3077__Channel_AF750,Cy3,DAPI.nd2	1	A3	3077	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3077__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3077	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3078__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3078	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3078__Channel_AF750,Cy3,DAPI.nd2	1	A3	3078	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3078__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3078	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3079__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3079	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3079__Channel_AF750,Cy3,DAPI.nd2	1	A3	3079	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3079__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3079	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3080__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3080	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3080__Channel_AF750,Cy3,DAPI.nd2	1	A3	3080	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3080__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3080	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3081__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3081	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3081__Channel_AF750,Cy3,DAPI.nd2	1	A3	3081	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3081__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3081	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3082__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3082	1
