sample_fp	plate	well	tile	round
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2968__Channel_AF750,Cy3,DAPI.nd2	1	A3	2968	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2968__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2968	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2969__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2969	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2969__Channel_AF750,Cy3,DAPI.nd2	1	A3	2969	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2969__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2969	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2970__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2970	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2970__Channel_AF750,Cy3,DAPI.nd2	1	A3	2970	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2970__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2970	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2971__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2971	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2971__Channel_AF750,Cy3,DAPI.nd2	1	A3	2971	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2971__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2971	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2972__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2972	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2972__Channel_AF750,Cy3,DAPI.nd2	1	A3	2972	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2972__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2972	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2973__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2973	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2973__Channel_AF750,Cy3,DAPI.nd2	1	A3	2973	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2973__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2973	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2974__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2974	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2974__Channel_AF750,Cy3,DAPI.nd2	1	A3	2974	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2974__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2974	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2975__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2975	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2975__Channel_AF750,Cy3,DAPI.nd2	1	A3	2975	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2975__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2975	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2976__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2976	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2976__Channel_AF750,Cy3,DAPI.nd2	1	A3	2976	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2976__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2976	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2977__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2977	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2977__Channel_AF750,Cy3,DAPI.nd2	1	A3	2977	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2977__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2977	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2978__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2978	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2978__Channel_AF750,Cy3,DAPI.nd2	1	A3	2978	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2978__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2978	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2979__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2979	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2979__Channel_AF750,Cy3,DAPI.nd2	1	A3	2979	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2979__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2979	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2980__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2980	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2980__Channel_AF750,Cy3,DAPI.nd2	1	A3	2980	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2980__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2980	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2981__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2981	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2981__Channel_AF750,Cy3,DAPI.nd2	1	A3	2981	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2981__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2981	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2982__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2982	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2982__Channel_AF750,Cy3,DAPI.nd2	1	A3	2982	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2982__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2982	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2983__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2983	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2983__Channel_AF750,Cy3,DAPI.nd2	1	A3	2983	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2983__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2983	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2984__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2984	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2984__Channel_AF750,Cy3,DAPI.nd2	1	A3	2984	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2984__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2984	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2985__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2985	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2985__Channel_AF750,Cy3,DAPI.nd2	1	A3	2985	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2985__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2985	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2986__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2986	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2986__Channel_AF750,Cy3,DAPI.nd2	1	A3	2986	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2986__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2986	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2987__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2987	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2987__Channel_AF750,Cy3,DAPI.nd2	1	A3	2987	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2987__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2987	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2988__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2988	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2988__Channel_AF750,Cy3,DAPI.nd2	1	A3	2988	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2988__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2988	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2989__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2989	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2989__Channel_AF750,Cy3,DAPI.nd2	1	A3	2989	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2989__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2989	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2990__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2990	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2990__Channel_AF750,Cy3,DAPI.nd2	1	A3	2990	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2990__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2990	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2991__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2991	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2991__Channel_AF750,Cy3,DAPI.nd2	1	A3	2991	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2991__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2991	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2992__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2992	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2992__Channel_AF750,Cy3,DAPI.nd2	1	A3	2992	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2992__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2992	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2993__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2993	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2993__Channel_AF750,Cy3,DAPI.nd2	1	A3	2993	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2993__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2993	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2994__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2994	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2994__Channel_AF750,Cy3,DAPI.nd2	1	A3	2994	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2994__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2994	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2995__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2995	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2995__Channel_AF750,Cy3,DAPI.nd2	1	A3	2995	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2995__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2995	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2996__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2996	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2996__Channel_AF750,Cy3,DAPI.nd2	1	A3	2996	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2996__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2996	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2997__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2997	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2997__Channel_AF750,Cy3,DAPI.nd2	1	A3	2997	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2997__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2997	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2998__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2998	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2998__Channel_AF750,Cy3,DAPI.nd2	1	A3	2998	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2998__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2998	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-2999__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	2999	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-2999__Channel_AF750,Cy3,DAPI.nd2	1	A3	2999	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-2999__Channel_Cy5,Cy3,DAPI.nd2	1	A3	2999	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3000__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3000	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3000__Channel_AF750,Cy3,DAPI.nd2	1	A3	3000	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3000__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3000	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3001__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3001	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3001__Channel_AF750,Cy3,DAPI.nd2	1	A3	3001	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3001__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3001	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3002__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3002	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3002__Channel_AF750,Cy3,DAPI.nd2	1	A3	3002	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3002__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3002	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3003__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3003	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3003__Channel_AF750,Cy3,DAPI.nd2	1	A3	3003	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3003__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3003	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3004__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3004	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3004__Channel_AF750,Cy3,DAPI.nd2	1	A3	3004	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3004__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3004	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3005__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3005	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3005__Channel_AF750,Cy3,DAPI.nd2	1	A3	3005	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3005__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3005	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3006__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3006	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3006__Channel_AF750,Cy3,DAPI.nd2	1	A3	3006	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3006__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3006	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3007__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3007	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3007__Channel_AF750,Cy3,DAPI.nd2	1	A3	3007	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3007__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3007	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3008__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3008	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3008__Channel_AF750,Cy3,DAPI.nd2	1	A3	3008	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3008__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3008	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3009__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3009	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3009__Channel_AF750,Cy3,DAPI.nd2	1	A3	3009	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3009__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3009	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3010__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3010	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3010__Channel_AF750,Cy3,DAPI.nd2	1	A3	3010	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3010__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3010	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3011__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3011	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3011__Channel_AF750,Cy3,DAPI.nd2	1	A3	3011	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3011__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3011	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3012__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3012	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3012__Channel_AF750,Cy3,DAPI.nd2	1	A3	3012	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3012__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3012	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3013__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3013	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3013__Channel_AF750,Cy3,DAPI.nd2	1	A3	3013	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3013__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3013	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3014__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3014	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3014__Channel_AF750,Cy3,DAPI.nd2	1	A3	3014	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3014__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3014	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3015__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3015	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3015__Channel_AF750,Cy3,DAPI.nd2	1	A3	3015	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3015__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3015	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3016__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3016	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3016__Channel_AF750,Cy3,DAPI.nd2	1	A3	3016	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3016__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3016	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3017__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3017	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3017__Channel_AF750,Cy3,DAPI.nd2	1	A3	3017	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3017__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3017	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3018__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3018	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3018__Channel_AF750,Cy3,DAPI.nd2	1	A3	3018	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3018__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3018	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3019__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3019	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3019__Channel_AF750,Cy3,DAPI.nd2	1	A3	3019	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3019__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3019	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3020__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3020	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3020__Channel_AF750,Cy3,DAPI.nd2	1	A3	3020	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3020__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3020	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3021__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3021	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3021__Channel_AF750,Cy3,DAPI.nd2	1	A3	3021	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3021__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3021	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3022__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3022	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3022__Channel_AF750,Cy3,DAPI.nd2	1	A3	3022	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3022__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3022	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3023__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3023	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3023__Channel_AF750,Cy3,DAPI.nd2	1	A3	3023	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3023__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3023	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3024__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3024	1
/lab/ops_data/olives/plate_1/input_ph/round_2/20250423_131025_998/P001_Wells-A3_Points-3024__Channel_AF750,Cy3,DAPI.nd2	1	A3	3024	2
/lab/ops_data/olives/plate_1/input_ph/round_3/20250425_145250_854/P001_Wells-A3_Points-3024__Channel_Cy5,Cy3,DAPI.nd2	1	A3	3024	3
/lab/ops_data/olives/plate_1/input_ph/round_1/P001_Wells-A3_Points-3025__Channel_AF750,Cy5,GFP,DAPI.nd2	1	A3	3025	1
